timestamp,open,high,low,close,volume,trades
2026-02-16 00:47:00,68803.69,68847.68,68803.68,68825.77,3.8016,2358
2026-02-16 00:48:00,68825.76,68858.09,68823.01,68837.0,3.48012,1685
2026-02-16 00:49:00,68837.01,68856.17,68822.78,68854.45,1.1431,1116
2026-02-16 00:50:00,68854.45,68874.0,68844.0,68852.66,8.09508,2291
2026-02-16 00:51:00,68852.66,68932.49,68852.66,68911.73,8.6144,3181
2026-02-16 00:52:00,68911.72,68940.2,68904.32,68940.2,3.48935,3172
2026-02-16 00:53:00,68940.19,68940.2,68911.89,68935.65,6.44988,2366
2026-02-16 00:54:00,68935.66,68950.0,68895.13,68911.7,4.92894,2318
2026-02-16 00:55:00,68911.7,68918.1,68895.13,68904.57,2.05642,1079
2026-02-16 00:56:00,68904.57,68904.57,68873.1,68873.11,5.51496,1862
2026-02-16 00:57:00,68873.11,68898.55,68873.11,68892.0,8.93954,1576
2026-02-16 00:58:00,68892.0,68895.34,68868.89,68868.89,6.56943,1287
2026-02-16 00:59:00,68868.89,68868.89,68838.0,68845.81,5.67649,1573
2026-02-16 01:00:00,68845.81,68855.28,68787.08,68809.09,5.8346,3666
2026-02-16 01:01:00,68809.09,68846.69,68809.08,68816.0,2.99413,1358
2026-02-16 01:02:00,68816.0,68860.0,68816.0,68860.0,1.27812,974
2026-02-16 01:03:00,68860.31,68934.0,68860.31,68933.99,6.82409,1922
2026-02-16 01:04:00,68934.0,68956.6,68930.0,68930.13,7.77644,2758
2026-02-16 01:05:00,68930.13,68956.6,68930.12,68956.59,3.16191,1766
2026-02-16 01:06:00,68956.6,68956.6,68940.09,68945.6,1.95903,2076
2026-02-16 01:07:00,68945.6,68969.7,68926.34,68942.0,2.83039,2865
2026-02-16 01:08:00,68942.0,68969.7,68934.89,68964.01,3.01853,2374
2026-02-16 01:09:00,68964.0,68984.83,68951.77,68982.95,4.64668,1926
2026-02-16 01:10:00,68982.94,69036.0,68943.49,69036.0,9.29831,3084
2026-02-16 01:11:00,69035.99,69041.97,68974.06,68974.06,7.02123,2846
2026-02-16 01:12:00,68974.06,68974.06,68884.0,68892.71,6.21175,5872
2026-02-16 01:13:00,68892.72,68908.47,68841.12,68857.42,11.66309,2950
2026-02-16 01:14:00,68857.43,68881.03,68857.42,68865.2,1.65149,991
2026-02-16 01:15:00,68865.2,68916.0,68861.89,68907.12,2.13456,2129
2026-02-16 01:16:00,68907.13,68907.13,68892.4,68903.67,2.54968,1647
2026-02-16 01:17:00,68903.67,68923.33,68896.92,68901.75,1.35414,1769
2026-02-16 01:18:00,68901.76,68919.05,68899.93,68899.94,3.49496,1141
2026-02-16 01:19:00,68899.93,68908.46,68850.0,68850.0,4.28384,2846
2026-02-16 01:20:00,68849.99,68857.9,68820.0,68837.0,7.11032,3094
2026-02-16 01:21:00,68837.0,68844.25,68829.78,68837.0,1.55099,1320
2026-02-16 01:22:00,68837.0,68854.28,68837.0,68837.01,0.75066,990
2026-02-16 01:23:00,68837.01,68837.01,68733.9,68736.7,9.08456,4926
2026-02-16 01:24:00,68736.7,68736.7,68686.53,68710.54,6.6757,2710
2026-02-16 01:25:00,68710.55,68751.97,68710.55,68733.9,5.11905,1484
2026-02-16 01:26:00,68733.9,68749.11,68712.45,68714.83,3.30738,1442
2026-02-16 01:27:00,68714.84,68714.84,68663.45,68688.97,3.94535,2263
2026-02-16 01:28:00,68688.98,68704.75,68684.73,68692.19,1.38069,1152
2026-02-16 01:29:00,68692.18,68722.9,68674.44,68722.9,3.62105,2381
2026-02-16 01:30:00,68722.89,68757.45,68722.89,68750.1,2.65565,2457
2026-02-16 01:31:00,68750.09,68773.8,68733.9,68736.95,3.31007,3285
2026-02-16 01:32:00,68736.94,68736.94,68705.29,68705.3,2.02175,2105
2026-02-16 01:33:00,68705.3,68705.3,68644.27,68644.28,6.44947,3565
2026-02-16 01:34:00,68644.28,68652.0,68599.0,68605.07,8.70437,3671
2026-02-16 01:35:00,68605.07,68605.07,68551.33,68562.16,5.88784,2862
2026-02-16 01:36:00,68562.15,68625.18,68550.0,68611.23,4.97827,2067
2026-02-16 01:37:00,68611.23,68646.17,68608.0,68626.13,4.50834,3053
2026-02-16 01:38:00,68626.13,68631.12,68589.46,68589.47,2.26333,1853
2026-02-16 01:39:00,68589.46,68589.46,68470.96,68489.39,18.02286,5637
2026-02-16 01:40:00,68489.38,68525.25,68454.54,68511.17,5.90811,3446
2026-02-16 01:41:00,68511.18,68559.5,68511.18,68559.5,6.2611,2085
2026-02-16 01:42:00,68559.49,68586.7,68538.23,68556.01,11.94531,2737
2026-02-16 01:43:00,68556.01,68590.29,68556.0,68585.01,2.86407,1920
2026-02-16 01:44:00,68585.0,68590.13,68561.94,68590.12,1.96106,1609
2026-02-16 01:45:00,68590.13,68606.25,68572.97,68587.56,9.52079,2019
2026-02-16 01:46:00,68587.57,68630.9,68587.56,68630.89,5.97858,1334
2026-02-16 01:47:00,68630.89,68639.49,68623.92,68639.49,1.30626,739
2026-02-16 01:48:00,68639.48,68663.43,68630.81,68639.29,5.82419,2174
2026-02-16 01:49:00,68639.29,68670.95,68639.29,68653.37,5.82269,1921
2026-02-16 01:50:00,68653.37,68653.38,68625.44,68630.81,2.70413,2156
2026-02-16 01:51:00,68630.8,68652.2,68630.8,68650.53,2.26008,1642
2026-02-16 01:52:00,68650.53,68658.0,68631.44,68657.99,2.87356,1450
2026-02-16 01:53:00,68657.99,68657.99,68630.8,68630.81,2.22932,1271
2026-02-16 01:54:00,68630.81,68646.0,68615.22,68634.53,1.64132,1956
2026-02-16 01:55:00,68634.53,68655.98,68632.34,68632.34,1.86366,1745
2026-02-16 01:56:00,68632.34,68649.66,68605.82,68618.62,2.63184,2075
2026-02-16 01:57:00,68618.63,68656.63,68618.63,68656.63,1.06015,1423
2026-02-16 01:58:00,68656.62,68656.63,68630.81,68633.21,1.80296,1028
2026-02-16 01:59:00,68633.21,68644.51,68630.8,68630.81,2.28888,931
2026-02-16 02:00:00,68630.81,68638.82,68611.32,68611.53,5.59933,1386
2026-02-16 02:01:00,68611.52,68611.53,68579.07,68603.91,2.31824,1848
2026-02-16 02:02:00,68603.92,68677.51,68603.91,68669.69,9.01724,2980
2026-02-16 02:03:00,68669.69,68692.98,68663.6,68690.99,4.15756,1760
2026-02-16 02:04:00,68691.0,68730.59,68682.4,68716.6,4.47285,2549
2026-02-16 02:05:00,68716.59,68729.97,68709.57,68729.96,3.0148,1435
2026-02-16 02:06:00,68729.96,68734.0,68713.11,68734.0,3.99177,1121
2026-02-16 02:07:00,68734.0,68734.0,68687.45,68692.31,9.03468,3317
2026-02-16 02:08:00,68692.3,68697.98,68671.23,68676.14,9.93055,2480
2026-02-16 02:09:00,68676.14,68676.14,68588.44,68588.44,18.72628,3869
2026-02-16 02:10:00,68588.45,68588.45,68472.06,68497.49,20.7108,5474
2026-02-16 02:11:00,68497.48,68550.45,68492.67,68550.45,15.84287,3684
2026-02-16 02:12:00,68550.45,68586.7,68550.44,68572.08,17.34871,3047
2026-02-16 02:13:00,68572.07,68598.0,68568.79,68572.19,17.20312,2729
2026-02-16 02:14:00,68572.18,68577.18,68550.36,68566.13,17.21183,3050
2026-02-16 02:15:00,68566.12,68574.94,68525.15,68544.9,19.97543,4537
2026-02-16 02:16:00,68544.91,68544.91,68506.47,68528.92,16.58515,3140
2026-02-16 02:17:00,68528.92,68555.82,68527.7,68545.53,15.30235,2618
2026-02-16 02:18:00,68545.54,68552.98,68454.54,68454.54,10.97692,4179
2026-02-16 02:19:00,68454.55,68479.5,68451.71,68462.4,15.01973,3467
2026-02-16 02:20:00,68462.4,68462.41,68412.37,68451.44,13.14887,4452
2026-02-16 02:21:00,68451.45,68457.99,68400.0,68441.64,15.98305,4222
2026-02-16 02:22:00,68441.64,68441.64,68384.43,68421.03,23.96342,4809
2026-02-16 02:23:00,68421.04,68428.38,68394.43,68413.36,20.69701,4336
2026-02-16 02:24:00,68413.36,68430.97,68392.41,68430.0,24.57098,3876
2026-02-16 02:25:00,68430.0,68456.74,68385.55,68390.03,23.86079,4240
2026-02-16 02:26:00,68390.04,68434.98,68376.24,68403.84,26.29302,5997
2026-02-16 02:27:00,68403.85,68423.86,68398.68,68423.86,16.56065,2818
2026-02-16 02:28:00,68423.86,68423.86,68368.0,68368.0,11.71087,3032
2026-02-16 02:29:00,68368.01,68390.08,68325.05,68350.51,24.10832,5097
2026-02-16 02:30:00,68350.51,68431.53,68350.51,68362.83,14.9061,6059
2026-02-16 02:31:00,68362.83,68377.29,68333.9,68348.01,12.74559,3493
2026-02-16 02:32:00,68348.02,68405.13,68348.02,68364.43,12.99667,3513
2026-02-16 02:33:00,68364.43,68380.61,68333.97,68371.9,18.33559,5252
2026-02-16 02:34:00,68371.91,68445.27,68371.91,68440.45,18.05549,3769
2026-02-16 02:35:00,68440.46,68469.29,68440.38,68441.71,18.44289,3906
2026-02-16 02:36:00,68441.71,68499.6,68438.53,68479.1,9.32882,2756
2026-02-16 02:37:00,68479.11,68506.05,68454.34,68493.77,10.0175,2521
2026-02-16 02:38:00,68493.78,68526.03,68475.68,68475.69,8.75368,2575
2026-02-16 02:39:00,68475.68,68483.41,68463.7,68477.96,7.60282,1954
2026-02-16 02:40:00,68477.97,68477.97,68461.3,68464.73,2.47353,1252
2026-02-16 02:41:00,68464.74,68474.0,68450.44,68472.0,6.31726,1856
2026-02-16 02:42:00,68472.0,68474.0,68454.96,68469.83,5.1566,1144
2026-02-16 02:43:00,68469.84,68500.79,68469.83,68499.41,2.57062,1040
2026-02-16 02:44:00,68499.4,68501.77,68458.17,68458.17,5.2589,2076
2026-02-16 02:45:00,68458.16,68519.4,68458.16,68519.4,3.82968,1323
2026-02-16 02:46:00,68519.39,68519.4,68488.33,68488.33,2.13966,1404
2026-02-16 02:47:00,68488.33,68488.34,68422.21,68422.22,7.15506,4079
2026-02-16 02:48:00,68422.22,68422.22,68364.45,68373.99,3.9122,3415
2026-02-16 02:49:00,68374.0,68374.0,68346.01,68352.24,9.54961,1698
2026-02-16 02:50:00,68352.23,68407.7,68352.23,68390.21,5.44147,3683
2026-02-16 02:51:00,68390.22,68402.77,68371.75,68398.05,11.01042,2010
2026-02-16 02:52:00,68398.06,68399.25,68372.82,68386.01,1.70604,1320
2026-02-16 02:53:00,68386.01,68386.01,68355.31,68356.61,2.41262,2123
2026-02-16 02:54:00,68356.62,68356.62,68283.36,68303.68,13.16329,5675
2026-02-16 02:55:00,68303.68,68316.74,68260.07,68277.14,9.78592,3901
2026-02-16 02:56:00,68277.15,68277.15,68243.68,68272.68,6.28747,3311
2026-02-16 02:57:00,68272.67,68307.22,68272.67,68299.78,5.5799,2344
2026-02-16 02:58:00,68299.78,68321.42,68299.78,68321.4,4.4431,884
2026-02-16 02:59:00,68321.41,68336.51,68307.85,68320.48,7.01831,1755
2026-02-16 03:00:00,68320.49,68387.46,68320.49,68376.51,14.90247,2034
2026-02-16 03:01:00,68376.5,68376.51,68356.38,68362.0,4.42955,1573
2026-02-16 03:02:00,68361.99,68380.24,68336.55,68336.55,11.56615,2590
2026-02-16 03:03:00,68336.54,68339.26,68316.91,68318.48,5.74176,1985
2026-02-16 03:04:00,68318.48,68339.92,68311.62,68311.62,3.16426,2051
2026-02-16 03:05:00,68311.63,68357.45,68311.63,68357.45,3.02581,1860
2026-02-16 03:06:00,68357.45,68377.92,68357.44,68360.9,2.32068,1492
2026-02-16 03:07:00,68360.89,68386.89,68360.65,68386.89,2.14613,829
2026-02-16 03:08:00,68386.89,68408.2,68382.0,68408.2,4.66688,1678
2026-02-16 03:09:00,68408.19,68424.7,68374.02,68374.03,5.14667,3099
2026-02-16 03:10:00,68374.03,68400.0,68374.03,68400.0,1.53331,1756
2026-02-16 03:11:00,68400.0,68448.6,68400.0,68441.89,8.19675,2971
2026-02-16 03:12:00,68441.88,68450.82,68431.37,68444.29,4.77857,1549
2026-02-16 03:13:00,68444.3,68444.3,68398.25,68401.12,8.3244,2625
2026-02-16 03:14:00,68401.12,68404.07,68382.11,68382.12,5.13555,1497
2026-02-16 03:15:00,68382.12,68416.0,68382.12,68415.09,3.8623,819
2026-02-16 03:16:00,68415.09,68415.1,68358.46,68371.71,9.92089,3320
2026-02-16 03:17:00,68371.72,68384.0,68363.62,68363.68,3.71608,1639
2026-02-16 03:18:00,68363.69,68414.94,68363.69,68404.43,4.73132,2131
2026-02-16 03:19:00,68404.44,68412.06,68352.12,68352.12,6.70519,1645
2026-02-16 03:20:00,68352.13,68385.7,68352.13,68354.66,8.60479,1925
2026-02-16 03:21:00,68354.66,68354.66,68309.03,68309.04,9.81033,3162
2026-02-16 03:22:00,68309.04,68326.0,68295.99,68295.99,7.92731,2328
2026-02-16 03:23:00,68295.99,68308.73,68274.44,68304.59,8.01367,1856
2026-02-16 03:24:00,68304.58,68304.58,68291.05,68294.62,9.90311,1937
2026-02-16 03:25:00,68294.62,68309.49,68272.46,68272.47,16.60823,2518
2026-02-16 03:26:00,68272.47,68272.47,68171.92,68182.76,29.168,6535
2026-02-16 03:27:00,68182.76,68226.85,68172.04,68177.41,14.28535,3794
2026-02-16 03:28:00,68177.41,68228.0,68177.41,68212.26,13.30229,2823
2026-02-16 03:29:00,68212.25,68212.25,68182.58,68182.59,13.22669,1801
2026-02-16 03:30:00,68182.58,68225.51,68182.44,68190.77,14.40733,4272
2026-02-16 03:31:00,68190.77,68190.77,68153.0,68153.01,14.89416,2818
2026-02-16 03:32:00,68153.0,68203.13,68143.22,68198.42,24.26762,4583
2026-02-16 03:33:00,68198.43,68237.62,68167.38,68188.68,14.44952,4564
2026-02-16 03:34:00,68188.67,68227.52,68170.0,68196.8,11.30506,3471
2026-02-16 03:35:00,68196.8,68235.34,68196.79,68235.34,12.68105,3463
2026-02-16 03:36:00,68235.34,68235.34,68210.45,68232.24,9.81636,2191
2026-02-16 03:37:00,68232.24,68261.49,68224.27,68224.27,5.86309,2295
2026-02-16 03:38:00,68224.28,68225.75,68214.16,68225.74,3.49664,976
2026-02-16 03:39:00,68225.75,68259.73,68225.74,68259.72,3.52881,1316
2026-02-16 03:40:00,68259.72,68282.0,68240.0,68281.99,8.07677,2169
2026-02-16 03:41:00,68281.99,68282.0,68273.46,68273.47,1.4561,653
2026-02-16 03:42:00,68273.47,68273.47,68261.75,68273.46,5.58017,1172
2026-02-16 03:43:00,68273.47,68316.8,68273.46,68316.79,5.042,910
2026-02-16 03:44:00,68316.8,68355.27,68316.7,68353.87,6.74893,1371
2026-02-16 03:45:00,68353.86,68363.7,68326.02,68326.02,7.44289,2519
2026-02-16 03:46:00,68326.02,68340.01,68324.66,68332.0,3.64781,1416
2026-02-16 03:47:00,68332.01,68366.5,68332.01,68365.59,3.38158,1096
2026-02-16 03:48:00,68365.59,68386.43,68364.0,68386.43,1.90093,770
2026-02-16 03:49:00,68386.43,68395.2,68363.73,68395.2,9.22725,1728
2026-02-16 03:50:00,68395.2,68414.66,68385.37,68395.46,2.67776,1814
2026-02-16 03:51:00,68395.47,68422.42,68395.46,68421.0,3.34227,930
2026-02-16 03:52:00,68421.0,68421.0,68414.74,68419.53,1.86528,576
2026-02-16 03:53:00,68419.53,68463.96,68419.53,68424.61,8.4212,2644
2026-02-16 03:54:00,68424.61,68432.0,68408.43,68408.43,3.89067,1687
2026-02-16 03:55:00,68408.44,68438.7,68408.43,68415.64,4.90891,1968
2026-02-16 03:56:00,68415.64,68415.65,68399.98,68399.99,2.70673,972
2026-02-16 03:57:00,68399.99,68408.83,68395.62,68395.62,4.28769,1273
2026-02-16 03:58:00,68395.62,68416.95,68395.61,68416.95,5.817,1085
2026-02-16 03:59:00,68416.94,68424.82,68414.24,68424.82,3.4156,600
2026-02-16 04:00:00,68424.82,68447.32,68417.17,68436.84,3.65342,1892
2026-02-16 04:01:00,68436.83,68490.9,68436.83,68486.54,4.65465,1974
2026-02-16 04:02:00,68486.55,68530.66,68484.54,68487.99,16.64759,2742
2026-02-16 04:03:00,68487.98,68534.0,68486.27,68525.41,8.71736,2014
2026-02-16 04:04:00,68525.4,68525.41,68500.44,68516.72,5.74758,1593
2026-02-16 04:05:00,68516.72,68567.56,68490.81,68560.94,9.30832,3642
2026-02-16 04:06:00,68560.94,68587.82,68560.94,68587.82,9.04292,1849
2026-02-16 04:07:00,68587.82,68610.0,68578.3,68578.31,7.63438,2352
2026-02-16 04:08:00,68578.3,68597.27,68562.79,68597.26,4.10665,1462
2026-02-16 04:09:00,68597.27,68650.41,68590.01,68630.8,17.68231,3439
2026-02-16 04:10:00,68630.81,68630.81,68608.65,68628.58,5.89645,1657
2026-02-16 04:11:00,68628.58,68640.03,68628.57,68640.03,3.10542,620
2026-02-16 04:12:00,68640.04,68665.57,68640.0,68643.35,6.88223,2499
2026-02-16 04:13:00,68643.34,68651.59,68643.34,68643.72,3.1932,634
2026-02-16 04:14:00,68643.72,68643.72,68640.0,68640.0,2.87035,324
2026-02-16 04:15:00,68640.0,68664.0,68640.0,68664.0,3.61245,1517
2026-02-16 04:16:00,68664.0,68664.65,68648.41,68648.76,6.70324,934
2026-02-16 04:17:00,68648.76,68692.5,68625.7,68692.49,26.67724,2408
2026-02-16 04:18:00,68692.5,68745.76,68690.77,68738.17,23.68983,2618
2026-02-16 04:19:00,68738.17,68757.16,68729.75,68743.59,8.84217,2338
2026-02-16 04:20:00,68743.59,68754.46,68733.9,68751.21,3.83124,1189
2026-02-16 04:21:00,68751.21,68789.48,68751.21,68757.99,9.17397,2764
2026-02-16 04:22:00,68757.99,68770.01,68744.0,68748.03,6.39059,1753
2026-02-16 04:23:00,68748.02,68786.3,68748.02,68778.46,6.11342,1579
2026-02-16 04:24:00,68778.46,68778.46,68778.45,68778.46,2.00334,205
2026-02-16 04:25:00,68778.45,68778.45,68749.84,68768.0,6.68871,1764
2026-02-16 04:26:00,68767.99,68797.61,68767.99,68797.61,6.81286,1208
2026-02-16 04:27:00,68797.6,68797.61,68783.81,68790.61,5.22762,841
2026-02-16 04:28:00,68790.61,68790.61,68778.26,68783.06,3.02858,923
2026-02-16 04:29:00,68783.05,68788.0,68783.05,68783.05,2.47865,582
2026-02-16 04:30:00,68783.05,68817.45,68783.05,68786.32,6.70323,2167
2026-02-16 04:31:00,68786.33,68789.95,68767.21,68778.38,7.73866,1774
2026-02-16 04:32:00,68778.37,68790.29,68778.37,68783.06,4.6835,534
2026-02-16 04:33:00,68783.05,68783.06,68725.95,68740.57,12.772,2601
2026-02-16 04:34:00,68740.57,68740.57,68709.62,68717.06,5.94689,1298
2026-02-16 04:35:00,68717.06,68727.73,68709.01,68717.05,8.96707,1462
2026-02-16 04:36:00,68717.05,68726.75,68696.28,68697.81,7.23058,1502
2026-02-16 04:37:00,68697.82,68726.56,68692.14,68716.96,14.35837,2908
2026-02-16 04:38:00,68716.96,68720.46,68708.02,68710.83,3.8556,986
2026-02-16 04:39:00,68710.84,68739.77,68710.83,68739.77,2.55575,681
2026-02-16 04:40:00,68739.76,68739.77,68718.47,68724.97,5.83275,1395
2026-02-16 04:41:00,68724.97,68724.97,68721.39,68722.23,5.85896,800
2026-02-16 04:42:00,68722.24,68722.24,68694.83,68716.76,13.09296,1659
2026-02-16 04:43:00,68716.76,68716.77,68696.79,68706.32,5.57096,889
2026-02-16 04:44:00,68706.33,68707.62,68694.83,68694.83,4.028,1030
2026-02-16 04:45:00,68694.84,68722.65,68694.83,68722.65,4.22505,1105
2026-02-16 04:46:00,68722.65,68729.41,68697.27,68729.41,5.32551,2000
2026-02-16 04:47:00,68729.42,68735.66,68727.0,68727.0,4.04007,721
2026-02-16 04:48:00,68727.01,68740.75,68727.0,68728.81,8.16754,1194
2026-02-16 04:49:00,68728.8,68748.4,68725.19,68748.39,3.56434,1034
2026-02-16 04:50:00,68748.39,68755.77,68742.52,68755.76,4.3114,1074
2026-02-16 04:51:00,68755.77,68862.52,68755.77,68862.51,17.28994,3915
2026-02-16 04:52:00,68862.51,68863.48,68837.0,68862.73,8.0401,1886
2026-02-16 04:53:00,68862.74,68863.42,68845.28,68845.29,3.21795,1322
2026-02-16 04:54:00,68845.28,68862.71,68845.28,68850.0,3.3698,1011
2026-02-16 04:55:00,68850.0,68894.52,68850.0,68873.9,14.52817,2220
2026-02-16 04:56:00,68873.9,68879.52,68862.23,68867.87,4.52014,1367
